Ixx/LOA^4 @ T/Dd = 0.12,Ixx/LOA^4 @ T/Dd = 0.25,Ixx/LOA^4 @ T/Dd = 0.33,Ixx/LOA^4 @ T/Dd = 0.38,Ixx/LOA^4 @ T/Dd = 0.50,Ixx/LOA^4 @ T/Dd = 0.62,Ixx/LOA^4 @ T/Dd = 0.67,Ixx/LOA^4 @ T/Dd = 0.75,Ixx/LOA^4 @ T/Dd = 0.88,Ixx/LOA^4 @ T/Dd = 1.0
3.70199763178932E-05,6.04391182427997E-05,0.00011021430925854,0.000182614200147355,0.000338098807416462,0.000146040857934435,0.000111007567499807,8.96365500655724E-05,8.15183774039029E-05,7.94666430232919E-05
3.71005374876159E-05,0.000394023975075308,0.00202718395097678,0.00526749608886904,0.0113062421319552,0.00209702637616532,0.000929263359437194,0.000396661526246159,0.000321429018388174,0.000369000309952519
0.000635609228788207,0.00218740255894645,0.00261423531892289,0.00273112379100579,0.00242606929082163,0.00188154172835853,0.00154867028204199,0.00123263245621812,0.000836655521096064,0.00056338357721492
0.000602302461541968,0.000778266129141421,0.00102439158556696,0.00114553605095922,0.00129988774534838,0.00122861493188519,0.00122448263518713,0.00104094324562704,0.000781534500235342,0.000564352889100099
1.38221152437731E-05,1.67230687180779E-05,1.86813181593456E-05,1.99858660712345E-05,2.34736138727095E-05,2.79066604310409E-05,3.00666455339531E-05,3.40547572705597E-05,4.85759019059314E-05,0.000163676916935542
1.15272617317123E-05,4.13115316139883E-05,7.06959007186139E-05,9.4364067046153E-05,0.000170134200941368,0.00027504321659124,0.000330032389139814,0.000444389440311432,0.000700952032386865,0.00114524860771195
2.14410380992023E-06,1.38971579878446E-05,2.07031657989935E-05,2.50527341286154E-05,3.82967870730928E-05,5.58034556620491E-05,6.37038605977368E-05,7.7412797028106E-05,8.88711297377272E-05,0.000105364639486314
0.00025083180536361,0.000368983449402416,0.000462692368774812,0.000530944069460938,0.000641415676193695,0.000676823656746938,0.000698372015454021,0.000742313265846169,0.000823928523943703,0.000901027825294192
7.29278495351074E-05,0.000175944175632483,0.00023469210555974,0.000268269708862101,0.000333432904554469,0.000370932065938768,0.000378289148616545,0.000381973495930467,0.000308362818358758,0.000300816964777707
0.000536149843764062,0.00134374540967532,0.00164962683177322,0.00178701715013448,0.00196020009574978,0.00191037184090783,0.0018169436307585,0.00154949254756365,0.00126091953725902,0.00209642911128424
0.000495204951567888,0.00133814714550623,0.0019630994826601,0.00225622955349794,0.00262314145878033,0.00241602946386564,0.00219967094685286,0.0016785055138419,0.000722441973895465,0.000269436802082042
0.000148369999560484,0.000710324489143441,0.00110486471904999,0.00122847076579165,0.00136286517126973,0.00128489590844333,0.00119863958099843,0.00100761136363829,0.000616739329953037,0.000345497795847967
0.000360277188582172,0.00115449151835663,0.00150066253413205,0.00162512550588471,0.00153630157515892,0.00130869177416681,0.00120833838081708,0.00104312152798265,0.000806790297289115,0.000657248396337104
0.000409127996176518,0.000598173511472861,0.000709587740006211,0.000781266319261692,0.000955973937434354,0.00112790844119981,0.00119684432652447,0.00130253737419821,0.00147769951674196,0.00164316369823114
7.76129845148541E-05,0.000206580360628965,0.000320956233786646,0.000396289339199055,0.000530163296345301,0.000588167213484047,0.000589479064683336,0.000564309919629002,0.000458548177956609,0.000304935233422065
0.000397033494363215,0.000557227526434037,0.000662007413060182,0.000714329515894189,0.000772352301809694,0.000694642015670136,0.000645284210515678,0.00054293135925202,0.000370140359119054,0.00096766519758889
0.000255780221518069,0.00050709339350327,0.000633481222322267,0.000705298090615714,0.000856626807579639,0.000965393166060669,0.00100066751652346,0.00105282317137847,0.00115082468368593,0.00136531037266973
0.000105558058480378,0.000525274993675177,0.00117198176096203,0.00170781391082296,0.0031294254827222,0.00359544596177469,0.00333575329814748,0.00253735092926187,0.00149112778864372,0.00123763809152453
2.02923878805233E-05,0.000119433549286909,0.000225581492494215,0.00028423553067617,0.000412038603589161,0.000526130882820097,0.000570140079580039,0.000636243908773414,0.000744728843963541,0.000833854282403387
0.000179109135403135,0.000433853651113694,0.000546413872684123,0.00059127382094709,0.000648026644350282,0.00069725718227427,0.000711770117072615,0.000733567873552292,0.000763896993539347,0.000790523938238987
4.65562650120152E-05,0.000224004646475846,0.000440753912622311,0.000581168343760601,0.000675838848852652,0.000709227782786753,0.000723915397442396,0.000749656210559576,0.000799212114245805,0.000857174823605674
0.000608270207965677,0.00129274937204771,0.00155832311433598,0.0016621061306748,0.00166134282547889,0.00146528220759804,0.00137403975832321,0.00122727140827391,0.000989156432272151,0.000772258338826585
9.91577348331137E-05,0.000354467507073018,0.000488132060115003,0.000548756012729774,0.000703014006965527,0.00092238386905091,0.000925270513018276,0.000903621683102744,0.000895635890422258,0.000949553719241215
3.36607045083583E-05,0.000117619433917365,0.000230935502000006,0.000351753915567236,0.00093930718339095,0.00177183957531797,0.0018343045882483,0.00155233399108153,0.0012484110160335,0.00130840002693107
0.000357668146432135,0.000619166734001241,0.000724980071309214,0.000769022464696106,0.000806511616124847,0.000750147702943448,0.000700062676426708,0.000589061411051176,0.000330758724975966,0.000138281185857924
7.1388944497887E-05,0.000187459919570001,0.000260270502638494,0.000315299844090428,0.000481686434004491,0.000694216129894607,0.000797810789661755,0.000983227295910259,0.00149668010791834,0.00205640175473457
0.000279540541586365,0.000503710521864302,0.000597805432895308,0.000646672274039296,0.000727423960216935,0.000752011235106767,0.000744183836791056,0.000709126485973531,0.00063647478466228,0.000550485787539183
3.36874359644334E-05,7.11640377542112E-05,8.7041561597347E-05,9.61765724643791E-05,0.000116131551243124,0.000129847043755556,0.000131790391674935,0.000138186689461041,0.000161016194604255,0.000166563258351858
0.000757135120936821,0.000949708283020355,0.00112800739203365,0.00125002585899735,0.00149025146392253,0.00156431306056378,0.00149638347611952,0.00131069593513824,0.00105535920021537,0.00106021935148311
2.70833807633392E-05,0.000214725217938235,0.0004816697985587,0.000719805464331076,0.00149941084795424,0.00202369243861532,0.00209272968078012,0.00207665993813868,0.00174514178267507,0.000829536936244141
3.85665602157647E-05,0.000262277113777905,0.00037749007909459,0.000424352816506726,0.000451466673649626,0.000363370241156723,0.000320256168301715,0.000261468558121883,0.000218240888581979,0.000134722991979401
2.80511310590602E-07,2.39590519231826E-06,5.1968864130021E-05,0.000198445258056014,0.000378346667094067,0.000482555185347947,0.000506042890239684,0.000517952911225341,0.000471591979367724,0.00035392044466392
4.59176186511222E-05,0.000199574376424226,0.000269463293586625,0.000300386697808494,0.000325836410445897,0.000291132237594127,0.000274003784889919,0.000246225329034092,0.000201541293485945,0.000177661306006293
1.21453309614686E-06,0.000703547365767726,0.00158108692350074,0.00179287817622525,0.0021061418108914,0.00221439545316639,0.00220422654774724,0.00212422503303748,0.0018063683687387,0.00148635608382781
4.69563702375868E-05,0.00015203976319472,0.000292320923809557,0.00041505530680136,0.00070286858249651,0.00066874597362991,0.000573885996565158,0.000376004760011342,0.000223314365746748,0.000159180251359155
7.11717706406472E-05,0.000124566383768756,0.000144809540222149,0.000156411249031277,0.000188491430215198,0.000233516588097919,0.000254371332015089,0.000290328126936058,0.000352331137008808,0.000405246696914907
7.3750526755438E-05,0.000135055008418048,0.000159944764601449,0.000169277435998931,0.000182214774984064,0.000192413505697255,0.000196186900754273,0.000201579747659891,0.000208453722184552,0.000208614823656144
0.000111721835562887,0.000987539887584288,0.00156449333809457,0.00151342402023581,0.00143650199244159,0.0012787467512571,0.00121958702043574,0.00113989403469552,0.00114489498545919,0.0023570750660195
0.000101551611856769,0.000157164779558382,0.000301798204982099,0.000394455115731234,0.000487960758408588,0.000565439489291109,0.000608500061095233,0.000694307529902388,0.000918331822302694,0.0010532923864139
0.000164534894637488,0.00040564756905796,0.000532179520932507,0.000607331615905966,0.000719984578359432,0.00067691527273013,0.00060334318132283,0.000464825335239312,0.000277457626422386,0.000150429825453974
0.000267307466329096,0.000322750872455842,0.000291821997078952,0.000274001505789874,0.000234106909721557,0.000209368545345252,0.000189893231430775,0.000153911996434083,0.000105919542335346,8.1273280965427E-05
7.14631634374437E-06,3.50058226255146E-05,9.18717095168331E-05,0.000170967120110439,0.000509629172431051,0.000612879882488126,0.000544248721185763,0.000382180931890802,0.000177499850202881,6.05262833473209E-05
9.00512704907456E-05,0.000180664605949996,0.000243453380130093,0.000293954389492405,0.000479484394188331,0.00074127452631374,0.000856763373407631,0.00107205283067482,0.00151960104192515,0.0020662076272738
0.000116071214949315,0.000187441623231068,0.000239343481749544,0.000277859444576978,0.000377194087512992,0.000543767557819763,0.000690751826852536,0.00130534292277161,0.0111094797251817,0.548245375266895
0.000361736592147077,0.000549739475169447,0.000635858806938363,0.000680588573050159,0.000760501268897209,0.00080166703057445,0.000806535491806038,0.000800286202763326,0.000778560541501012,0.000693740104792952
0.000116749752745565,0.000426129804360466,0.000664563588686018,0.000816753100282981,0.00120088005249989,0.00137598944684729,0.00140906129716364,0.00142265595910638,0.00135889300085734,0.0012132156659035
0.000121800751504516,0.000561680484651817,0.000931760840084121,0.00117696389918648,0.00167491138473979,0.0018855952803931,0.00186108606115488,0.00176004473805492,0.00147638269966046,0.00110324371683475
0.000206416966108634,0.00020125129469902,0.000208003235085673,0.000216487608064988,0.00025341915578994,0.000259086695598027,0.000257602706196407,0.000245479920753568,0.000210903256589915,0.000163676190955437
6.70269143044404E-05,9.98868936938049E-05,0.000118472463960359,0.000127213901086111,0.000151142666925202,0.00018118408172821,0.000196468559749459,0.000225989029321028,0.000295782476902439,0.000400184823466155
0.000273782326026555,0.00134335013001671,0.00225190228277318,0.00235297837325281,0.00178235491992976,0.00112412647962667,0.000906280444626053,0.000618278306636402,0.000293017688780252,0.000117186079836135
0.000176043733179392,0.000408626397262101,0.000499353492179425,0.000540282435003928,0.000633098249619023,0.0007704784019803,0.000832446637786897,0.000886183741153592,0.00090999039213816,0.000941625263471824
0.000342330257890571,0.00163161924086149,0.00203307239375908,0.00219798121436098,0.00237101859839735,0.00210403494930362,0.00190759718970061,0.00162340225731908,0.00121194012304647,0.000852501283831377
0.000137055237324465,0.000499109388547977,0.000738271852765303,0.000885419869518716,0.00121495258079387,0.00146192305471593,0.00151888228311408,0.00155636561619205,0.0014949711485896,0.00131064107983884
0.00010247014490186,0.000421367949866522,0.000791448613926284,0.00110027703551231,0.00153534253882047,0.00165851855895803,0.00168790184269492,0.00162475836038722,0.00126966833617966,0.000943604946695204
0.000471081885570531,0.000723358702469793,0.000732347287018002,0.000735766376728499,0.000737865593695567,0.000733323990824435,0.000729994305226039,0.000731354308886873,0.000823664718125125,0.00201794858938035
4.49432666789156E-05,8.44379911411549E-05,0.000117554973006437,0.000142005328103423,0.00021327879110566,0.000303050193649022,0.000345943523385537,0.000421092485554051,0.000558995895657253,0.000691453612916689
2.86246597505536E-08,2.78294814851486E-06,1.83384232058628E-05,5.29406423116591E-05,0.000406335785104503,0.000476670209075184,0.000508574555596318,0.000563456324575532,0.000683734479558776,0.000782193819304998
0.000446251148503129,0.00098955398646246,0.00133093840020782,0.00153677787411784,0.00198401316200767,0.00233701394900483,0.00245047966818398,0.00258803662407388,0.00260473814487806,0.0023598232663503
0.000311271306879041,0.000962662465222423,0.00107778741807509,0.00126709315916149,0.00146094215836627,0.000925463333759751,0.000838557572571715,0.000750089937477847,0.000670962877404605,0.00059201233238666
1.0087861672335E-06,0.000737273204368069,0.00079068951511468,0.000812855792556786,0.00085239597599268,0.00101206852674387,0.00103849033507879,0.00107163929688847,0.00110708600074936,0.00111749909261085
9.37713747865989E-09,8.31938678724818E-08,2.82192973333539E-07,6.15856011890339E-07,4.72530320519409E-06,3.83890316695038E-05,6.936582346143E-05,0.000123453541046825,0.000195729788451821,0.000254959342560418
0.000906236693963973,0.0015686546277531,0.00208816319190083,0.00212556007243058,0.00204175414336581,0.00200804237937334,0.00194148505368335,0.00182565779991511,0.00166287670906642,0.00184877475612062
0.000157233179846935,0.000726762192946022,0.00108989126764353,0.0013107935809997,0.00191936690990014,0.0027455001312414,0.00313297914211646,0.00377151811464585,0.00470111919122507,0.00525795377606051
0.000262254049446119,0.00193935519707003,0.00557510523426268,0.00988963896103386,0.0285826519619813,0.0303941670703327,0.0224572255267887,0.0108391585679078,0.00292574463630533,0.00125928786786264
3.98267504843827E-05,6.77154797877794E-05,9.00648736237653E-05,0.000103639331267357,0.00014345852206561,0.000193483988080093,0.000221289645120303,0.000278294872434793,0.00039186113309787,0.000549396084649423
0.000796744276617199,0.00132282097629826,0.00152168313433861,0.00159763614174199,0.00162124176711772,0.00143336156278052,0.00134507835012783,0.0012534206764055,0.00130632672353913,0.00185492211958217
7.00719898352633E-05,0.0001617785093305,0.000217879902126739,0.000257894050642,0.000367806726489093,0.000500288034269844,0.000562647217817092,0.000672778115660897,0.000887154975308172,0.0011312475666351
0.000617737579395399,0.00311383481435515,0.00382627118683229,0.00407945278767937,0.00421787318804844,0.00372574007620637,0.00347069766990465,0.00298024288655918,0.00249144017197572,0.0019073109034512
0.000158093198095141,0.000404517321702085,0.000458984025298977,0.000326812869608827,0.000541902483258706,0.000620142233876393,0.000650408850706763,0.000706413630795518,0.000815692546238061,0.000929907118724198
1.66509194753317E-06,2.15770251269451E-05,5.59978957131786E-05,8.82837334579692E-05,0.000160120338544406,0.000169790473258333,0.000157613351542768,0.000136969338232347,0.000147600407709271,0.000197623169928305
8.19057009815091E-05,0.000228493033619179,0.000304973679460172,0.000360860775211139,0.000523870981081593,0.000733818969630274,0.000837084534879732,0.00120914239713355,0.00176312356261661,0.00244997116095612
0.000242267488475317,0.000770485813065925,0.00175534101585469,0.00193300362965712,0.00174314628505138,0.00110623142604866,0.000897306751183339,0.000629705740814865,0.000336989059637206,0.000172787768962247
0.000179632936996465,0.000851827264189667,0.00117504439305178,0.00154925505246623,0.00329592283223932,0.00289402489101528,0.00240725740278457,0.00197964041115248,0.00172291891816593,0.00161950283472239
0.00013519891757477,0.000234045221169592,0.00029073753680569,0.000320633012815061,0.00036771797228424,0.000383924130117051,0.00038119846697198,0.000365620795649976,0.000317070440124331,0.000328511503261287
0.000192479150399342,0.00057158912198572,0.000954593729024804,0.0012649206545209,0.00211220675166672,0.00267352710738904,0.0028130744125103,0.00291863870073259,0.00276758868524813,0.0022457237772916
1.87922021725535E-06,1.1607913207045E-05,2.08502600426197E-05,2.61513671417556E-05,3.82056464702581E-05,4.87187091785534E-05,4.91973419633602E-05,4.76665042826738E-05,4.3609238190836E-05,3.38718097878186E-05
0.000105870699398592,0.0004374367894606,0.000425526494521947,0.00047026395610195,0.000605266881529131,0.000793449104010227,0.00089414614708644,0.00109601198076446,0.00167323977453626,0.00200349178371083
0.000126845444468405,0.000448587677952001,0.000737938151178909,0.000960036242813817,0.00163747731963476,0.00253335338358502,0.0029777041110256,0.00310495674583822,0.000838630604182268,5.08318400029472E-05
4.97966495040227E-05,9.91841223613543E-05,0.000126850353635241,0.000144450849003607,0.000193395434595902,0.000276876125589576,0.000331778639547812,0.000453240659451695,0.00114460029256108,0.00409240153072843
9.05680971529624E-05,0.000289094370026743,0.000383762099887584,0.000433028686018683,0.000514478885191224,0.000539655695385718,0.000533452178069733,0.00050425161219467,0.000413146568781167,0.000322606305098512
0.00101741023846735,0.000976299654177043,0.000947252126739864,0.00093176698112943,0.000904525207940629,0.000872218984678914,0.000873501326075604,0.000880806420724725,0.000906091322071925,0.000946988960154221
2.1246163010958E-05,0.000137776167466953,0.00028836490670231,0.000423628189340736,0.000836704498140079,0.00102610522572717,0.00107539325603737,0.00102154683138932,0.00119497376159032,0.00138478281271471
1.23032899101026E-05,6.49704434400854E-05,0.00011265191759414,0.000134975644871896,0.000165984974742239,0.000195712273010218,0.00021005859346805,0.000235862363132407,0.000278839524379955,0.000330334501660281
0.000136371285104629,0.000624003642164457,0.00123173517779374,0.00179526753584679,0.00398218389253045,0.00704374985397075,0.00817712840935337,0.00829196047632984,0.00522490477113392,0.00254443671196131
0.00193420013938426,0.00743247746678076,0.0064277939579434,0.00586565521274556,0.0046744569928377,0.00363132554252445,0.00323174263152654,0.0026528552143129,0.00187976214559072,0.0013226622980015
4.94169962751175E-05,0.000194057787999633,0.000354142606224469,0.000458617343722571,0.000661385405482702,0.000756578250936692,0.000753826102496961,0.000709086603889396,0.000553115292490412,0.000340969342041597
0.000426736578547314,0.00150139084853409,0.00249780422242118,0.00290964266143676,0.00335053557528575,0.00299160258568175,0.00263674864588951,0.00206713362912943,0.00134063127572058,0.000881252028251508
4.79791831257063E-05,0.000186459957525493,0.000328050610447701,0.000404429432798739,0.000538199981484037,0.000610329452256159,0.000620024384579057,0.000611940014157545,0.000550161068340752,0.000491153309230854
0.00106914791376557,0.00123865569417484,0.00116469530156829,0.00111733455251898,0.00100214929931728,0.000879303679891522,0.000830512990889293,0.000756400986132309,0.000649313414751702,0.000571464398854531
0.000367281930314431,0.000770665511824012,0.000721083280794936,0.00069058517362003,0.000618595830288213,0.000527361990462044,0.000487905563802002,0.000425120014961437,0.000323211174905293,0.000229062872281676
2.29250719810414E-05,6.75390785553038E-05,9.91435314003308E-05,0.000122182979020764,0.00018782840246951,0.000266017366153104,0.000302700856284409,0.000359057961395681,0.000408380067576443,0.000429936586255201
3.83985022611976E-05,0.000132055530357526,0.000229201619891037,0.000309285079472876,0.000469788134933058,0.000561694389997777,0.000580360293278438,0.000585999635304979,0.000541410946263684,0.000423278977363953
1.56760061432405E-05,0.000109594967018969,0.000243128129056835,0.000366899176602284,0.000653021569528112,0.000857741110534431,0.000932422324382476,0.00106304976601067,0.00130774056083251,0.00155904335074371
0.000265907128782785,0.000500909071927563,0.00060901986016117,0.000674841717667626,0.000847630832881466,0.00104951627050909,0.0011416877141028,0.00129829228009321,0.00158067820485141,0.00188421517708109
2.06254953848499E-05,4.47268847786482E-05,6.47802248110604E-05,8.06198117568281E-05,0.000128857201101883,0.000186727151792649,0.000215246867430325,0.000266980844189928,0.000373159201469346,0.000557900404017596
0.000527611020517907,0.000711646222889962,0.000684942647716671,0.000626765662809855,0.000492965612462752,0.000371273521950985,0.00033085957855153,0.00027583557645616,0.000199514049517501,0.000144876926130504
3.25407614686013E-07,5.91126815593786E-06,0.000184431483399569,0.000241006936669273,0.000294237175627619,0.000336863247250553,0.000352332793100433,0.000373079519458662,0.000383542365237588,0.000349885426188574
0.000781148046179732,0.0118745446665866,0.0564601713560502,0.107653804694219,0.168989551633982,0.0417556432686576,0.0199527054250504,0.00703490746736647,0.00238897300132248,0.00148638911290336
5.71091168726806E-07,5.50366164480314E-06,1.3131193957482E-05,2.03561364629213E-05,4.66994970103312E-05,8.98870575016373E-05,0.000113712100537309,0.000159671493737297,0.000256599468758996,0.000371875340947876
0.000451051594865865,0.000537461120711168,0.000500510077019584,0.000477054644992675,0.000420999495804948,0.000362792044142962,0.000340739655227203,0.000306431111894814,0.00024264237328665,0.000197823029948867
0.000179212220921315,0.000318620559218905,0.000379467387376287,0.00042039021085369,0.000525337554996623,0.000639361541029249,0.000690627189478763,0.000778157003281809,0.000937850716131861,0.00110972100613879
1.75548430193129E-05,3.56774267425819E-05,7.24238985433449E-05,7.52804750052376E-05,8.47226172777927E-05,9.38547931193551E-05,9.91386960950213E-05,0.000105637293448612,0.000114025069635266,0.000118330225462676
4.60258482813505E-09,1.44424894036581E-07,7.38711124872455E-07,1.86115379357099E-06,1.7490645478899E-05,0.000192116219447247,0.000262360623888458,0.000310154406045132,0.000272071060102348,0.000204541435407733
4.11404978389413E-06,1.33624405588517E-05,2.13035245046449E-05,2.67085716858945E-05,3.87334514893966E-05,4.79032778209543E-05,5.12746446871664E-05,5.77414305153658E-05,9.14428927903822E-05,0.000354801738338341
9.15923344453856E-05,0.000263565067294322,0.000381141607350925,0.000447042226526669,0.00054632109874835,0.000638222090612972,0.000679509136445145,0.000748862817541906,0.000870226398801542,0.0009902080324095
0.000116512333577354,0.000233584893020416,0.000334503108150819,0.000410248321417274,0.000635719564217996,0.000928242594584522,0.00107117944784163,0.0013265395775773,0.00181089712163644,0.00226505037123337
0.000209324489651712,0.00128896993838576,0.00348928336209293,0.00582077084574696,0.00881853755018737,0.00371653126801445,0.0020534739355711,0.000763706667590157,0.000286143002290887,0.00025910655270589
1.21544060687993E-05,5.19456503684496E-05,0.000103581948568544,0.000143318825182153,0.000224016474134811,0.000243283193380077,0.000235004327595505,0.000209350786744434,0.00016402046526051,8.89173311921039E-05
0.000226625386415334,0.00190825842900271,0.0028729882781421,0.00293667476601271,0.00272725728738219,0.00243284145047728,0.0022930932257226,0.00205658810746173,0.00188743989163409,0.00172246397976139
2.99424610568583E-05,0.000313677475505069,0.000929115024916582,0.00170488779265584,0.00631813560549201,0.0146741971627032,0.0190667432443829,0.0257925247133854,0.0273730797981113,0.0167815403794737
0.000276263026828111,0.00104931850344104,0.00139057742124176,0.0015406368991193,0.00170264000998424,0.00157665686644335,0.00147247763131853,0.00115725367904803,0.000413097835236411,0.000150529186184551
3.25820352830158E-08,3.82974259853036E-06,1.55029297304317E-05,1.93546361466083E-05,3.00361370936712E-05,4.41564682871839E-05,5.11829502492768E-05,7.12830771106178E-05,0.000115290749651413,0.000174887223304736
3.17844081886741E-05,0.000116067159523806,0.000160843470811411,0.000194112207423936,0.000305637887384604,0.00042552257113453,0.000480949539921959,0.000576109015564769,0.000744873760158402,0.000909355743448982
0.000137884715894938,0.000772842148069892,0.000769748931994531,0.000751415455015452,0.000690249195507533,0.000483206943558382,0.000391356918671304,0.000273610405055592,0.000130209391006263,8.90588768131198E-05
1.41955513707929E-05,7.07090242172948E-05,7.63521669438458E-05,0.000119408078329324,0.000391152278694364,0.000603598813981448,0.000661722690843252,0.000711860822559978,0.000684903799343111,0.000594294467631147
4.50002989491099E-05,0.000143337804674596,0.000203845260055503,0.000237880750184034,0.000298591508293444,0.000342422961200979,0.000353995878908771,0.000372297762805097,0.000372392435605316,0.000348577374084111
6.4337852168593E-05,0.000151107978648503,0.000199086708107311,0.000225535643237573,0.000274876121118963,0.000300944742294804,0.000304369999359531,0.000302178208674245,0.000281818181488458,0.000234361757035911
4.30981545466106E-05,0.000207905925549659,0.000447954762443406,0.000588532783501289,0.000834858726057746,0.000941204544496347,0.000942979206987242,0.00106034737371288,0.00134342981242875,0.00171479899654781
6.22031305006071E-09,6.34128226438872E-07,4.50663229152427E-06,1.43395281876645E-05,0.000107411197500719,0.000173974814652764,0.00018627510172866,0.000204012721678817,0.000230346038780974,0.00025668963367599
0.000636498872692992,0.00113400865928083,0.00123576442251066,0.00127145921195366,0.00125614687320114,0.0010352200543024,0.000829858250852448,0.000578770885553087,0.000270360965137575,9.95501521276333E-05
0.000192682577533819,0.00179375608400732,0.00607429068685506,0.0117942034521831,0.0410853602857624,0.0563532591453262,0.0415722322592651,0.0158715775013288,0.00254144289461849,0.0014443911702785
3.81914711003728E-05,0.000173416308589102,0.000239553608376259,0.000285476498825898,0.000414859229381523,0.000570812676047065,0.000643220848701346,0.000767704337780274,0.000991420213505402,0.00121376028767535
0.000113121336851884,0.000161139992948783,0.000198550193563782,0.000226094315199032,0.000310005956390072,0.000429346136511994,0.000496363287466326,0.000638916295512664,0.00103715270814209,0.00151062700618894
0.000118249668590664,0.00123754216686851,0.00241472847624882,0.00227602023851287,0.00190769849528884,0.0015508453352103,0.00141615860031203,0.00121880238857429,0.000925718705315624,0.000628786114295117
0.000101830746796803,0.000411985616749084,0.00074731731681114,0.000943670123214364,0.001334739366753,0.00161275798346743,0.00168819927322269,0.00171724605036752,0.00163621420298824,0.00156767715212454
1.38716705295941E-05,0.00010901584052002,0.000821189815308376,0.00403107855367781,0.102499937145572,0.00537555606616054,0.00147518947076886,0.000435118305340196,0.000288938286784312,0.000353656193575786
0.00014145820974214,0.00101883495731365,0.00182246770683878,0.0024481764631064,0.00384044503154973,0.00410040881891341,0.00373665420488229,0.00269314048182821,0.000895048874823883,0.000208808546593886
9.28172757841928E-06,3.64382175727644E-05,5.88628348062236E-05,7.56002045295445E-05,0.000110881765434616,0.000144428635161622,0.00015725601771079,0.000175651173048178,0.000198305463672402,0.000207595113195491
1.61600391959571E-05,2.2673358605005E-05,2.67336460897631E-05,2.953886576976E-05,3.716348490083E-05,4.61434183638837E-05,5.03285882221846E-05,5.66693668705696E-05,7.3565702458082E-05,9.05100937755294E-05
5.48579146939146E-05,0.000190257228907323,0.000307038631192713,0.000374508986733868,0.000555442759087074,0.000817235006162291,0.000924482100460312,0.00111583099098705,0.00147612924279897,0.00185388329250938
8.90414682226336E-05,0.000374740335548349,0.000712125457990713,0.000989811099331273,0.00173916325924489,0.00182449685469345,0.00169360465134366,0.00143171399227055,0.00107133958953285,0.00080236286501522
0.000100087992317981,0.000171785296932621,0.000222089274427652,0.000258898486490774,0.000385778635375988,0.00057637345063911,0.000679400005541522,0.000848849048689234,0.00114654026395014,0.00150312810379735
